"key","name","entity_type","cui","count"
"C0006290","Bronchoscopy","DIAGNOSTIC_PROCEDURE","C0006290","3"
"C0006497","Buttocks","AREA","C0006497","3"
"C0006560","C-reactive protein","DIAGNOSTIC_PROCEDURE","C0006560","7"
"C0006625","Cachexia","DISEASE_DISORDER","C0006625","5"
"C0006660","Physiologic calcification","SIGN_SYMPTOM","C0006660","14"
"C0006675","calcium","SIGN_SYMPTOM","C0006675","1"
"C0006686","calcium chloride","MEDICATION","C0006686","3"
"C0006736","Calculi","DISEASE_DISORDER","C0006736","1"
"C0006826","Malignant Neoplasms","DISEASE_DISORDER","C0006826","6"
"C0006849","Oral candidiasis","DISEASE_DISORDER","C0006849","1"
"C0006863","cannabidiol","BIOLOGICAL_STRUCTURE","C0006863","1"
"C0006935","capsule (pharmacologic)","DOSAGE","C0006935","1"
"C0007082","Carcinoembryonic Antigen","DIAGNOSTIC_PROCEDURE","C0007082","2"
"C0007097","Carcinoma","DISEASE_DISORDER","C0007097","39"
"C0007107","Malignant neoplasm of larynx","DISEASE_DISORDER","C0007107","1"
"C0007113","Rectal Carcinoma","DISEASE_DISORDER","C0007113","1"
"C0007114","Malignant neoplasm of skin","DISEASE_DISORDER","C0007114","1"
"C0007117","Basal cell carcinoma","DISEASE_DISORDER","C0007117","6"
"C0007124","Noninfiltrating Intraductal Carcinoma","DISEASE_DISORDER","C0007124","2"
"C0007131","Non-Small Cell Lung Carcinoma","DISEASE_DISORDER","C0007131","1"
"C0007133","Carcinoma, Papillary","DISEASE_DISORDER","C0007133","1"
"C0007134","Renal Cell Carcinoma","DISEASE_DISORDER","C0007134","7"
"C0007137","Squamous cell carcinoma","DISEASE_DISORDER","C0007137","7"
"C0007144","Cardia of stomach","BIOLOGICAL_STRUCTURE","C0007144","3"
"C0007177","Cardiac Tamponade","DISEASE_DISORDER","C0007177","6"
"C0007189","Cardiology discipline","NONBIOLOGICAL_LOCATION","C0007189","4"
"C0007193","Cardiomyopathy, Dilated","DISEASE_DISORDER","C0007193","1"
"C0007203","Cardiopulmonary Resuscitation","THERAPEUTIC_PROCEDURE","C0007203","8"
"C0007272","Carotid Arteries","BIOLOGICAL_STRUCTURE","C0007272","8"
"C0007282","Carotid Stenosis","DISEASE_DISORDER","C0007282","2"
"C0007286","Carpal Tunnel Syndrome","DISEASE_DISORDER","C0007286","1"
"C0007430","Catheterization","THERAPEUTIC_PROCEDURE","C0007430","2"
"C0007457","Caucasian","COLOR","C0007457","1"
"C0007531","Cecum","BIOLOGICAL_STRUCTURE","C0007531","1"
"C0007546","cefazolin","MEDICATION","C0007546","2"
"C0007561","ceftriaxone","MEDICATION","C0007561","3"
"C0007562","cefuroxime","MEDICATION","C0007562","2"
"C0007570","Celiac Disease","DISEASE_DISORDER","C0007570","1"
"C0007716","cephalexin","MEDICATION","C0007716","2"
"C0007764","Structure of cerebellopontine angle","BIOLOGICAL_STRUCTURE","C0007764","1"
"C0007765","Cerebellum","BIOLOGICAL_STRUCTURE","C0007765","1"
"C0007770","Structure of cerebral artery","BIOLOGICAL_STRUCTURE","C0007770","1"
"C0007799","Cerebral Ventricles","BIOLOGICAL_STRUCTURE","C0007799","5"
"C0007820","Cerebrovascular Disorders","NONBIOLOGICAL_LOCATION","C0007820","1"
"C0007847","Malignant tumor of cervix","DISEASE_DISORDER","C0007847","1"
"C0007874","Cervix Uteri","BIOLOGICAL_STRUCTURE","C0007874","1"
"C0007961","charge amounts","THERAPEUTIC_PROCEDURE","C0007961","1"
"C0007966","Cheek structure","BIOLOGICAL_STRUCTURE","C0007966","2"
"C0008031","Chest Pain","SIGN_SYMPTOM","C0008031","5"
"C0008033","Pleuritic pain","THERAPEUTIC_PROCEDURE","C0008033","1"
"C0008034","Chest Tubes","THERAPEUTIC_PROCEDURE","C0008034","1"
"C0008073","Developmental Disabilities","DISEASE_DISORDER","C0008073","1"
"C0008301","Choking","SIGN_SYMPTOM","C0008301","1"
"C0008318","cholecalciferol","MEDICATION","C0008318","1"
"C0008320","Cholecystectomy procedure","THERAPEUTIC_PROCEDURE","C0008320","1"
"C0008325","Cholecystitis","DISEASE_DISORDER","C0008325","1"
"C0008350","Cholelithiasis","DISEASE_DISORDER","C0008350","1"
"C0008373","Cholesteatoma","DISEASE_DISORDER","C0008373","1"
"C0008479","Chondrosarcoma","DISEASE_DISORDER","C0008479","1"
"C0008679","Chronic disease","DISEASE_DISORDER","C0008679","1"
"C0008715","Chronically Ill","DISEASE_DISORDER","C0008715","1"
"C0008838","cisplatin","MEDICATION","C0008838","1"
"C0008902","Classification","LAB_VALUE","C0008902","2"
"C0008913","Bone structure of clavicle","BIOLOGICAL_STRUCTURE","C0008913","1"
"C0008947","clindamycin","MEDICATION","C0008947","1"
"C0009262","colchicine","MEDICATION","C0009262","1"
"C0009264","Cold Temperature","SIGN_SYMPTOM","C0009264","2"
"C0009368","Colon structure (body structure)","BIOLOGICAL_STRUCTURE","C0009368","1"
"C0009378","colonoscopy","DIAGNOSTIC_PROCEDURE","C0009378","8"
"C0009402","Colorectal Carcinoma","BIOLOGICAL_STRUCTURE","C0009402","3"
"C0009413","Colostrum","MEDICATION","C0009413","1"
"C0009437","Common bile duct structure","BIOLOGICAL_STRUCTURE","C0009437","1"
"C0009450","Communicable Diseases","DISEASE_DISORDER","C0009450","9"
"C0009516","Complement component C4","BIOLOGICAL_STRUCTURE","C0009516","2"
"C0009555","Complete Blood Count","DIAGNOSTIC_PROCEDURE","C0009555","17"
"C0009563","Biomechanical compliance","BIOLOGICAL_ATTRIBUTE","C0009563","1"
"C0009566","Complication","DISEASE_DISORDER","C0009566","2"
"C0009653","Condoms, Male","THERAPEUTIC_PROCEDURE","C0009653","2"
"C0009676","Confusion","SIGN_SYMPTOM","C0009676","1"
"C0009778","Connecticut","DIAGNOSTIC_PROCEDURE","C0009778","33"
"C0009806","Constipation","SIGN_SYMPTOM","C0009806","3"
"C0009818","Consultation","CLINICAL_EVENT","C0009818","10"
"C0009906","Combined Oral Contraceptives","MEDICATION","C0009906","2"
"C0009924","Contrast Media","MEDICATION","C0009924","10"
"C0010054","Coronary Arteriosclerosis","DISEASE_DISORDER","C0010054","7"
"C0010066","Coronary Care Units","NONBIOLOGICAL_LOCATION","C0010066","1"
"C0010200","Coughing","SIGN_SYMPTOM","C0010200","1"
"C0010201","Chronic cough","SIGN_SYMPTOM","C0010201","1"
"C0010265","Structure of posterior fossa of cranial cavity","BIOLOGICAL_STRUCTURE","C0010265","7"
"C0010268","Cranial Nerves","BIOLOGICAL_STRUCTURE","C0010268","1"
"C0010287","Creatine Kinase","DIAGNOSTIC_PROCEDURE","C0010287","2"
"C0010294","creatinine","LAB_VALUE","C0010294","11"
"C0010383","Crowding","SIGN_SYMPTOM","C0010383","3"
"C0010453","Anthropological Culture","DIAGNOSTIC_PROCEDURE","C0010453","4"
"C0010520","Cyanosis","SIGN_SYMPTOM","C0010520","4"
"C0010606","Adenoid Cystic Carcinoma","DISEASE_DISORDER","C0010606","3"
"C0010674","Cystic Fibrosis","DISEASE_DISORDER","C0010674","1"
"C0010702","Cystoscopy","DIAGNOSTIC_PROCEDURE","C0010702","3"
"C0010705","Cystostomy","THERAPEUTIC_PROCEDURE","C0010705","2"
"C0010709","Cyst","DISEASE_DISORDER","C0010709","10"
"C0010818","Cytological Techniques","DIAGNOSTIC_PROCEDURE","C0010818","6"
"C0010957","Tissue damage","DISEASE_DISORDER","C0010957","1"
"C0011079","Debridement","THERAPEUTIC_PROCEDURE","C0011079","1"
"C0011127","Pressure Ulcer","DISEASE_DISORDER","C0011127","18"
"C0011164","Abnormal degeneration","DISEASE_DISORDER","C0011164","7"
"C0011168","Deglutition Disorders","SIGN_SYMPTOM","C0011168","2"
"C0011175","Dehydration","DISEASE_DISORDER","C0011175","7"
"C0011212","Delivery Rooms","NONBIOLOGICAL_LOCATION","C0011212","1"
"C0011253","Delusions","SIGN_SYMPTOM","C0011253","1"
"C0011304","Demyelination","SIGN_SYMPTOM","C0011304","3"
"C0011321","Densitometry","NONBIOLOGICAL_LOCATION","C0011321","1"
"C0011331","Dental Procedures","THERAPEUTIC_PROCEDURE","C0011331","2"
"C0011334","Dental caries","BIOLOGICAL_STRUCTURE","C0011334","3"
"C0011344","Dental Clinics","NONBIOLOGICAL_LOCATION","C0011344","3"
"C0011546","emotional dependency","DISEASE_DISORDER","C0011546","1"
"C0011570","Mental Depression","DISEASE_DISORDER","C0011570","1"
"C0011615","Dermatitis, Atopic","DISEASE_DISORDER","C0011615","2"
"C0011627","Dermatology field","NONBIOLOGICAL_LOCATION","C0011627","2"
"C0011682","Desiccation","DETAILED_DESCRIPTION","C0011682","3"
"C0011777","dexamethasone","MEDICATION","C0011777","1"
"C0011847","Diabetes","DISEASE_DISORDER","C0011847","7"
"C0011848","Diabetes Insipidus","DISEASE_DISORDER","C0011848","1"
"C0011854","Diabetes Mellitus, Insulin-Dependent","DISEASE_DISORDER","C0011854","1"
"C0011860","Diabetes Mellitus, Non-Insulin-Dependent","DISEASE_DISORDER","C0011860","1"
"C0011900","Diagnosis","DIAGNOSTIC_PROCEDURE","C0011900","1"
"C0011923","Diagnostic Imaging","DIAGNOSTIC_PROCEDURE","C0011923","9"
"C0011980","Respiratory Diaphragm","BIOLOGICAL_STRUCTURE","C0011980","1"
"C0011991","Diarrhea","SIGN_SYMPTOM","C0011991","3"
"C0012000","Diastole","SIGN_SYMPTOM","C0012000","2"
"C0012155","Diet","THERAPEUTIC_PROCEDURE","C0012155","2"
"C0012164","Formula - diet","MEDICATION","C0012164","1"
"C0012167","Reducing diet","THERAPEUTIC_PROCEDURE","C0012167","2"
"C0012359","Pathological Dilatation","SIGN_SYMPTOM","C0012359","8"
"C0012619","disc disorder","DISEASE_DISORDER","C0012619","2"
"C0012621","Body Fluid Discharge","THERAPEUTIC_PROCEDURE","C0012621","10"
"C0012634","Disease","DISEASE_DISORDER","C0012634","2"
"C0012683","Disinfection","THERAPEUTIC_PROCEDURE","C0012683","3"
"C0012727","Spatial Displacement","SIGN_SYMPTOM","C0012727","1"
"C0012798","Diuretics","MEDICATION","C0012798","2"
"C0012817","Diverticulum","DISEASE_DISORDER","C0012817","1"
"C0012833","Dizziness","SIGN_SYMPTOM","C0012833","2"
"C0013119","Medical dressing","THERAPEUTIC_PROCEDURE","C0013119","7"
"C0013125","intravenous administration","ADMINISTRATION","C0013125","1"
"C0013144","Drowsiness","SIGN_SYMPTOM","C0013144","2"
"C0013182","Drug Allergy","DISEASE_DISORDER","C0013182","1"
"C0013216","Pharmacotherapy","MEDICATION","C0013216","34"
"C0013220","Drug Tolerance","SIGN_SYMPTOM","C0013220","1"
"C0013227","Pharmaceutical Preparations","MEDICATION","C0013227","14"
"C0013274","Patent ductus arteriosus","DISEASE_DISORDER","C0013274","5"
"C0013336","Dwarfism","SIGN_SYMPTOM","C0013336","2"
"C0013404","Dyspnea","SIGN_SYMPTOM","C0013404","25"
"C0013453","External Ear","BIOLOGICAL_STRUCTURE","C0013453","2"
"C0013516","Echocardiography","DIAGNOSTIC_PROCEDURE","C0013516","9"
"C0013604","Edema","SIGN_SYMPTOM","C0013604","36"
"C0013687","effusion","SIGN_SYMPTOM","C0013687","9"
"C0013720","Ehlers-Danlos Syndrome","DISEASE_DISORDER","C0013720","3"
"C0013770","Elbow joint structure","BIOLOGICAL_STRUCTURE","C0013770","1"
"C0013778","Electric Countershock","THERAPEUTIC_PROCEDURE","C0013778","5"
"C0013798","Electrocardiogram","DIAGNOSTIC_PROCEDURE","C0013798","15"
"C0013801","Holter Electrocardiography","DIAGNOSTIC_PROCEDURE","C0013801","6"
"C0013812","electrode","THERAPEUTIC_PROCEDURE","C0013812","1"
"C0013831","Electrolyte Balance","MEDICATION","C0013831","1"
"C0013832","Electrolytes","DIAGNOSTIC_PROCEDURE","C0013832","12"
"C0013865","Electrophysiology (science)","NONBIOLOGICAL_LOCATION","C0013865","1"
"C0013867","Electroretinography","DIAGNOSTIC_PROCEDURE","C0013867","2"
"C0013930","Embolism, Tumor","DISEASE_DISORDER","C0013930","3"
"C0013983","Emollients","MEDICATION","C0013983","1"
"C0013990","Pathological accumulation of air in tissues","DISEASE_DISORDER","C0013990","1"
"C0014116","Endocardial Cushion Defects","BIOLOGICAL_STRUCTURE","C0014116","2"
"C0014121","Bacterial Endocarditis","DISEASE_DISORDER","C0014121","2"
"C0014136","Endocrine system","NONBIOLOGICAL_LOCATION","C0014136","2"
"C0014245","Endoscopy (procedure)","DIAGNOSTIC_PROCEDURE","C0014245","7"
"C0014335","Enteritis","DISEASE_DISORDER","C0014335","1"
"C0014440","Clinical Enzyme Tests (procedure)","DIAGNOSTIC_PROCEDURE","C0014440","1"
"C0014448","eosine yellowish","COLOR","C0014448","1"
"C0014474","Ependymoma","DISEASE_DISORDER","C0014474","1"
"C0014520","Epidermis","BIOLOGICAL_STRUCTURE","C0014520","2"
"C0014544","Epilepsy","SIGN_SYMPTOM","C0014544","2"
"C0014563","epinephrine","MEDICATION","C0014563","22"
"C0014609","Epithelium","BIOLOGICAL_STRUCTURE","C0014609","1"
"C0014772","Red Blood Cell Count measurement","DIAGNOSTIC_PROCEDURE","C0014772","1"
"C0015028","Ethmoid sinus structure","BIOLOGICAL_STRUCTURE","C0015028","5"
"C0015127","Etiology aspects","DISEASE_DISORDER","C0015127","1"
"C0015230","Exanthema","SIGN_SYMPTOM","C0015230","1"
"C0015252","removal technique","THERAPEUTIC_PROCEDURE","C0015252","34"
"C0015259","Exercise","ACTIVITY","C0015259","7"
"C0015264","Exertion","ACTIVITY","C0015264","1"
"C0015302","External exotoses","SIGN_SYMPTOM","C0015302","1"
"C0015357","Extracorporeal Membrane Oxygenation","THERAPEUTIC_PROCEDURE","C0015357","2"
"C0015371","Extrapyramidal Disorders","DISEASE_DISORDER","C0015371","1"
"C0015385","Limb structure","BIOLOGICAL_STRUCTURE","C0015385","4"
"C0015388","Exudate","SIGN_SYMPTOM","C0015388","1"
"C0015392","Eye","BIOLOGICAL_STRUCTURE","C0015392","2"
"C0015450","Face","BIOLOGICAL_STRUCTURE","C0015450","5"
"C0015462","Facial nerve structure","BIOLOGICAL_STRUCTURE","C0015462","3"
"C0015663","Fasting","ACTIVITY","C0015663","3"
"C0015695","Fatty Liver","DISEASE_DISORDER","C0015695","1"
"C0015731","Feathers","DETAILED_DESCRIPTION","C0015731","1"
"C0015733","Feces","BIOLOGICAL_STRUCTURE","C0015733","1"
"C0015811","Femur","BIOLOGICAL_STRUCTURE","C0015811","3"
"C0015813","Head of femur","BIOLOGICAL_STRUCTURE","C0015813","1"
"C0015967","Fever","SIGN_SYMPTOM","C0015967","6"
"C0016006","fibrinogen","DIAGNOSTIC_PROCEDURE","C0016006","2"
"C0016018","Fibrinolytic Agents","MEDICATION","C0016018","1"
"C0016059","Fibrosis","SIGN_SYMPTOM","C0016059","21"
"C0016169","pathologic fistula","DISEASE_DISORDER","C0016169","1"
"C0016277","fluconazole","MEDICATION","C0016277","2"
"C0016286","Fluid Therapy","THERAPEUTIC_PROCEDURE","C0016286","6"
"C0016293","flumazenil","MEDICATION","C0016293","2"
"C0016313","Fluorescein Angiography","DIAGNOSTIC_PROCEDURE","C0016313","2"
"C0016382","Flushing","THERAPEUTIC_PROCEDURE","C0016382","6"
"C0016410","folic acid","MEDICATION","C0016410","3"
"C0016468","Food Habits","ACTIVITY","C0016468","3"
"C0016470","Food Allergy","NONBIOLOGICAL_LOCATION","C0016470","1"
"C0016504","Foot","BIOLOGICAL_STRUCTURE","C0016504","3"
"C0016522","Foramen Ovale, Patent","DISEASE_DISORDER","C0016522","15"
"C0016542","Foreign Bodies","DISEASE_DISORDER","C0016542","3"
"C0016557","Forensic Medicine","NONBIOLOGICAL_LOCATION","C0016557","1"
"C0016658","Fracture","DISEASE_DISORDER","C0016658","9"
"C0016734","Frontal Sinus","BIOLOGICAL_STRUCTURE","C0016734","1"
"C0016823","Structure of fundus of eye","BIOLOGICAL_STRUCTURE","C0016823","2"
"C0016976","Gallbladder","BIOLOGICAL_STRUCTURE","C0016976","5"
"C0017040","Gamma-glutamyl transferase","LAB_VALUE","C0017040","1"
"C0017110","Gases","SIGN_SYMPTOM","C0017110","1"
"C0017118","Gastrectomy","THERAPEUTIC_PROCEDURE","C0017118","1"
"C0017136","Gastric mucosa","BIOLOGICAL_STRUCTURE","C0017136","3"
"C0017152","Gastritis","DISEASE_DISORDER","C0017152","1"
"C0017181","Gastrointestinal Hemorrhage","DISEASE_DISORDER","C0017181","3"
"C0017189","Gastrointestinal tract structure","BIOLOGICAL_STRUCTURE","C0017189","3"
"C0017195","Endoscopy of stomach","DIAGNOSTIC_PROCEDURE","C0017195","16"
"C0017243","Gel","MEDICATION","C0017243","2"
"C0017420","Genitalia","BIOLOGICAL_STRUCTURE","C0017420","2"
"C0017467","Geriatric Psychiatry specialty","NONBIOLOGICAL_LOCATION","C0017467","2"
"C0017469","Geriatrics","NONBIOLOGICAL_LOCATION","C0017469","1"
"C0017562","Gingiva","BIOLOGICAL_STRUCTURE","C0017562","2"
"C0017601","Glaucoma","DISEASE_DISORDER","C0017601","1"
"C0017636","Glioblastoma","DISEASE_DISORDER","C0017636","1"
"C0017673","Glossectomy","THERAPEUTIC_PROCEDURE","C0017673","3"
"C0017725","glucose","MEDICATION","C0017725","9"
"C0017955","Glycophorin A","DISEASE_DISORDER","C0017955","2"
"C0018021","Goiter","DISEASE_DISORDER","C0018021","1"
"C0018023","Nodular Goiter","DISEASE_DISORDER","C0018023","2"
"C0018188","Granuloma","DISEASE_DISORDER","C0018188","1"
"C0018193","Granuloma, Foreign-Body","DISEASE_DISORDER","C0018193","1"
"C0018213","Graves Disease","DISEASE_DISORDER","C0018213","1"
"C0018270","Growth","SIGN_SYMPTOM","C0018270","2"
"C0018284","Growth Factor","MEDICATION","C0018284","2"
"C0018553","Hamartoma Syndrome, Multiple","DIAGNOSTIC_PROCEDURE","C0018553","1"
"C0018563","Hand","BIOLOGICAL_STRUCTURE","C0018563","2"
"C0018570","Hand Disinfection","THERAPEUTIC_PROCEDURE","C0018570","2"
"C0018581","Handwashing","THERAPEUTIC_PROCEDURE","C0018581","2"
"C0018670","Head","BIOLOGICAL_STRUCTURE","C0018670","14"
"C0018681","Headache","SIGN_SYMPTOM","C0018681","2"
"C0018704","Health care facility","NONBIOLOGICAL_LOCATION","C0018704","3"
"C0018787","Heart","BIOLOGICAL_STRUCTURE","C0018787","8"
"C0018790","Cardiac Arrest","DISEASE_DISORDER","C0018790","9"
"C0018798","Congenital Heart Defects","NONBIOLOGICAL_LOCATION","C0018798","6"
"C0018808","Heart murmur","SIGN_SYMPTOM","C0018808","5"
"C0018810","heart rate","SIGN_SYMPTOM","C0018810","5"
"C0018817","Atrial Septal Defects","DISEASE_DISORDER","C0018817","6"
"C0018818","Ventricular Septal Defects","DISEASE_DISORDER","C0018818","3"
"C0018819","Heart Septum","BIOLOGICAL_STRUCTURE","C0018819","1"
"C0018820","Heart Sounds","BIOLOGICAL_STRUCTURE","C0018820","2"
"C0018821","Cardiac Surgery procedures","NONBIOLOGICAL_LOCATION","C0018821","2"
"C0018823","Heart Transplantation","THERAPEUTIC_PROCEDURE","C0018823","2"
"C0018824","Heart valve disease","NONBIOLOGICAL_LOCATION","C0018824","1"
"C0018827","Heart Ventricle","BIOLOGICAL_STRUCTURE","C0018827","7"
"C0018870","Heel","BIOLOGICAL_STRUCTURE","C0018870","5"
"C0018896","Helping Behavior","THERAPEUTIC_PROCEDURE","C0018896","1"
"C0018916","Hemangioma","DISEASE_DISORDER","C0018916","1"
"C0018941","Hematologic Tests","DIAGNOSTIC_PROCEDURE","C0018941","1"
"C0018944","Hematoma","DISEASE_DISORDER","C0018944","2"
"C0018965","Hematuria","SIGN_SYMPTOM","C0018965","2"
"C0019018","Glycosylated hemoglobin A","DIAGNOSTIC_PROCEDURE","C0019018","1"
"C0019046","Hemoglobin","DIAGNOSTIC_PROCEDURE","C0019046","7"
"C0019079","Hemoptysis","SIGN_SYMPTOM","C0019079","3"
"C0019080","Hemorrhage","SIGN_SYMPTOM","C0019080","12"
"C0019112","Hemorrhoids","DISEASE_DISORDER","C0019112","3"
"C0019139","Heparin, Low-Molecular-Weight","MEDICATION","C0019139","4"
"C0019151","Hepatic Encephalopathy","DISEASE_DISORDER","C0019151","1"
"C0019159","Hepatitis A","NONBIOLOGICAL_LOCATION","C0019159","3"
"C0019163","Hepatitis B","DISEASE_DISORDER","C0019163","1"
"C0019212","Hepatorenal Syndrome","DISEASE_DISORDER","C0019212","1"
"C0019270","Hernia","DISEASE_DISORDER","C0019270","1"
"C0019409","Heterogeneity","TEXTURE","C0019409","23"
"C0019552","Hip structure","BIOLOGICAL_STRUCTURE","C0019552","1"
"C0019558","Hip Joint","BIOLOGICAL_STRUCTURE","C0019558","1"
"C0019621","Histiocytosis, Langerhans-Cell","DISEASE_DISORDER","C0019621","1"
"C0019664","History","HISTORY","C0019664","11"
"C0019829","Hodgkin Disease","DISEASE_DISORDER","C0019829","2"
"C0019855","Home Care Services","THERAPEUTIC_PROCEDURE","C0019855","2"
"C0019972","Hospital Information Systems","SIGN_SYMPTOM","C0019972","1"
"C0019993","Hospitalization","CLINICAL_EVENT","C0019993","32"
"C0019994","Hospitals","NONBIOLOGICAL_LOCATION","C0019994","3"
"C0020063","PTH protein, human","LAB_VALUE","C0020063","2"
"C0020164","Bone structure of humerus","BIOLOGICAL_STRUCTURE","C0020164","1"
"C0020311","Hydrotherapy","NONBIOLOGICAL_LOCATION","C0020311","2"
"C0020405","Hygiene","THERAPEUTIC_PROCEDURE","C0020405","3"
"C0020431","Hyperbaric oxygenation therapy","NONBIOLOGICAL_LOCATION","C0020431","1"
"C0020443","Hypercholesterolemia","DISEASE_DISORDER","C0020443","1"
"C0020452","Hyperemia","SIGN_SYMPTOM","C0020452","3"
"C0020453","Hyperesthesia","SIGN_SYMPTOM","C0020453","4"
"C0020456","Hyperglycemia","SIGN_SYMPTOM","C0020456","2"
"C0020461","Hyperkalemia","DISEASE_DISORDER","C0020461","1"
"C0020517","Hypersensitivity","DISEASE_DISORDER","C0020517","1"
"C0020538","Hypertensive disease","DISEASE_DISORDER","C0020538","7"
"C0020564","Hypertrophy","SIGN_SYMPTOM","C0020564","3"
"C0020580","Hypesthesia","SIGN_SYMPTOM","C0020580","2"
"C0020591","Hypnotics","MEDICATION","C0020591","1"
"C0020614","Hypoglossal nerve structure","BIOLOGICAL_STRUCTURE","C0020614","3"
"C0020615","Hypoglycemia","DISEASE_DISORDER","C0020615","1"
"C0020621","Hypokalemia","DISEASE_DISORDER","C0020621","1"
"C0020625","Hyponatremia","DISEASE_DISORDER","C0020625","1"
"C0020629","hypopharynx","BIOLOGICAL_STRUCTURE","C0020629","1"
"C0020649","Hypotension","SIGN_SYMPTOM","C0020649","1"
"C0020672","Hypothermia, natural","DISEASE_DISORDER","C0020672","3"
"C0020676","Hypothyroidism","DISEASE_DISORDER","C0020676","2"
"C0020717","I Blood-Group System","BIOLOGICAL_STRUCTURE","C0020717","2"
"C0020883","Creation of ileostomy","THERAPEUTIC_PROCEDURE","C0020883","1"
"C0020912","Optical Image Reconstruction","THERAPEUTIC_PROCEDURE","C0020912","9"
"C0020944","Immobilization","THERAPEUTIC_PROCEDURE","C0020944","1"
"C0021061","Immunologic Tests","DIAGNOSTIC_PROCEDURE","C0021061","2"
"C0021102","Implants","THERAPEUTIC_PROCEDURE","C0021102","1"
"C0021107","Implantation procedure","THERAPEUTIC_PROCEDURE","C0021107","4"
"C0021156","Incisor","BIOLOGICAL_STRUCTURE","C0021156","1"
"C0021368","Inflammation","DISEASE_DISORDER","C0021368","6"
"C0021376","Chronic inflammation","DISEASE_DISORDER","C0021376","2"
"C0021436","Infusion Pump","ADMINISTRATION","C0021436","2"
"C0021440","Intravenous infusion procedures","ADMINISTRATION","C0021440","1"
"C0021485","Injection of therapeutic agent","ADMINISTRATION","C0021485","1"
"C0021501","Wounds - qualifier","DISEASE_DISORDER","C0021501","1"
"C0021621","Institute of Medicine (U.S.)","NONBIOLOGICAL_LOCATION","C0021621","1"
"C0021641","Insulin","MEDICATION","C0021641","10"
"C0021709","Intensive Care Units, Neonatal","NONBIOLOGICAL_LOCATION","C0021709","1"
"C0021724","Structure of intercostal muscle","BIOLOGICAL_STRUCTURE","C0021724","1"
"C0021782","Internal medicine specialty","DIAGNOSTIC_PROCEDURE","C0021782","2"
"C0021815","Intervertebral disc structure","SIGN_SYMPTOM","C0021815","3"
"C0021818","Intervertebral Disk Displacement","SIGN_SYMPTOM","C0021818","3"
"C0021831","Intestinal Diseases","NONBIOLOGICAL_LOCATION","C0021831","1"
"C0021851","Large Intestine","BIOLOGICAL_STRUCTURE","C0021851","11"
"C0021852","Intestines, Small","BIOLOGICAL_STRUCTURE","C0021852","5"
"C0021853","Intestines","BIOLOGICAL_STRUCTURE","C0021853","2"
"C0021880","Intracranial Pressure","SIGN_SYMPTOM","C0021880","1"
"C0021925","Intubation (procedure)","THERAPEUTIC_PROCEDURE","C0021925","3"
"C0021931","Intubation, Gastrointestinal","THERAPEUTIC_PROCEDURE","C0021931","2"
"C0022100","Irrigation","THERAPEUTIC_PROCEDURE","C0022100","2"
"C0022346","Icterus","SIGN_SYMPTOM","C0022346","1"
"C0022427","Structure of jugular vein","BIOLOGICAL_STRUCTURE","C0022427","3"
"C0022634","Ketones","SIGN_SYMPTOM","C0022634","2"
